aib_ID,aib_FirstName,aib_LastName,aib_Email,aib_Phone,aib_Age,aib_YearsExperience,aib_AnnualIncome,aib_PostCode,aib_FamilySize,aib_FamilyStatus,aib_AverageMonthlySpend,aib_EducationLevel,aib_OutstandingMortgage,aib_Job,aib_HasLoanAccount,aib_HasDepositAccount,aib_HasCDAccount,aib_HasCreditCard,aib_RegisteredOnline,aib_LoanApproved
CustId_2628,Corinne,Nunez,c.nunez@vanarsdelltd.com,773-555-0190,50,22,54758,32899-5354,5,Married,1171,Bachelors,112323,Scientist & research (medical),FALSE,TRUE,TRUE,TRUE,TRUE,
CustId_2629,Katrina,McKinney,k.mckinney@wingtiptoys.com,527-555-0153,39,23,100301,54129,5,Married,3970,Diploma,254922,Sound technician & broadcasting/film/video,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
CustId_2630,Aisha,Newton,a.newton@adatum.com,581-555-0120,30,0,121703,22007,1,Single,9704,Associate,18747,Insurance claims handler,FALSE,TRUE,FALSE,FALSE,TRUE,
CustId_2631,Iris,Pope,i.pope@adventure-works.com,536-555-0159,21,29,86173,43243-1880,1,Single,4158,Professional,538355,Community arts worker,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
CustId_2632,Antoine,Lauer,a.lauer@alpineskihouse.com,610-555-0189,47,24,40398,11261-0326,2,Married,8655,Diploma,28116,Scientist & physiological,FALSE,FALSE,FALSE,FALSE,FALSE,
CustId_2633,Francisco,Worsham,f.worsham@bellowscollege.com,582-555-0148,58,0,42035,7163,3,Married,3357,Professional,288192,Financial trader,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
CustId_2634,Sonja,Arnold,s.arnold@bestforyouorganics.com,700-555-0134,23,5,16426,5625,1,Single,1140,Bachelors,249193,Information systems manager,FALSE,FALSE,TRUE,FALSE,TRUE,
CustId_2635,Bennie,Stoker,b.stoker@fabrikam.com,674-555-0158,29,36,140285,25247,1,Single,8877,Professional,580124,Passenger transport manager,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
CustId_2636,Jesse,Overby,j.overby@fourthcoffee.com,594-555-0165,58,21,139175,48932,1,Single,1366,Masters,599222,Farm manager,FALSE,FALSE,FALSE,FALSE,FALSE,
CustId_2637,Jon,Dortch,j.dortch@lamnahealtcare.com,416-555-0150,24,24,182085,21489,3,Married,6133,Associate,213283,Engineer & electronics,FALSE,TRUE,TRUE,TRUE,FALSE,
CustId_2638,Mike,Bui,m.bui@margiestravel.com,563-555-0137,64,10,24097,53377-2544,3,Married,1903,Bachelors,430818,Accountant & chartered management,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
CustId_2639,Corinne,Myers,c.myers@nodpublishers.com,408-555-0147,60,6,113610,87673-7531,2,Married,3196,High School,157286,Medical illustrator,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
CustId_2640,Janna,Clements,j.clements@proseware.com,793-555-0132,56,9,130226,96347,2,Married,4834,Professional,435772,Community education officer,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
CustId_2641,Desmond,Benefield,d.benefield@relecloud.com,791-555-0123,32,37,177026,99516-2371,2,Married,7959,Bachelors,557640,Pilot & airline,FALSE,FALSE,FALSE,TRUE,FALSE,
CustId_2642,Ronda,Morin,r.morin@tailspintoys.com,615-555-0204,50,29,41779,95896,3,Married,9962,High School,487109,Engineer & maintenance (IT),FALSE,TRUE,FALSE,TRUE,FALSE,
CustId_2643,Russell,Guido,r.guido@vanarsdelltd.com,746-555-0174,32,29,64835,76505,2,Married,7222,Masters,77724,Insurance underwriter,FALSE,TRUE,TRUE,FALSE,TRUE,
CustId_2644,Muriel,Cherry,m.cherry@wingtiptoys.com,686-555-0122,45,9,84139,50453,4,Married,6896,Doctrate,213814,Engineer & agricultural,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
CustId_2645,Terence,Foret,t.foret@adatum.com,561-555-0130,23,36,151628,41921,3,Married,1188,Masters,124128,Ecologist,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
CustId_2646,Jayne,Stuart,j.stuart@adventure-works.com,586-555-0169,20,34,185881,29460,1,Single,2822,Diploma,369688,Contractor,FALSE,FALSE,FALSE,FALSE,TRUE,
CustId_2647,Lois,Key,l.key@alpineskihouse.com,627-555-0153,38,15,73935,91800-9113,1,Single,4736,Doctrate,473968,Designer & television/film set,FALSE,FALSE,TRUE,TRUE,TRUE,
CustId_2648,Lewis,Bartels,l.bartels@bellowscollege.com,687-555-0161,32,26,166331,93598,1,Single,7860,Diploma,348528,Haematologist,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
CustId_2649,Ruthie,Coffey,r.coffey@bestforyouorganics.com,403-555-0171,35,28,85870,38435-3357,1,Single,3160,Professional,677000,Camera operator,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
CustId_2650,Freddy,Nall,f.nall@fabrikam.com,540-555-0170,22,14,9979,73060,3,Married,2822,Bachelors,291222,Private music teacher,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
CustId_2651,Aimee,Berry,a.berry@fourthcoffee.com,553-555-0144,40,32,78462,97516-5084,1,Single,5285,Diploma,320250,Operations geologist,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
CustId_2652,Bridget,Joyner,b.joyner@lamnahealtcare.com,757-555-0128,55,5,46080,97579,5,Married,8305,Associate,326721,Financial adviser,FALSE,FALSE,TRUE,FALSE,FALSE,
CustId_2653,Sofia,Petersen,s.petersen@margiestravel.com,470-555-0202,43,12,12882,45656-8699,2,Married,3201,Associate,115060,Production manager,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
CustId_2654,George,Pinkney,g.pinkney@nodpublishers.com,757-555-0216,70,35,84443,54629-8722,5,Married,2092,Professional,114494,Occupational hygienist,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
CustId_2655,Alphonso,McConnell,a.mcconnell@proseware.com,564-555-0182,65,19,20821,74889-2611,1,Single,1193,High School,150551,Aid worker,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
CustId_2656,Kelvin,Bilodeau,k.bilodeau@relecloud.com,791-555-0124,25,22,173764,83657,5,Married,5791,Professional,491835,Structural engineer,FALSE,FALSE,FALSE,TRUE,FALSE,
CustId_2657,Elisabeth,Reyes,e.reyes@tailspintoys.com,674-555-0136,23,1,76385,38371-6809,1,Single,9704,Masters,605845,Engineer & production,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
CustId_2658,Eve,Fitzgerald,e.fitzgerald@vanarsdelltd.com,557-555-0180,33,6,102213,6643,4,Married,6049,Masters,169371,IT trainer,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
CustId_2659,Vicki,Middleton,v.middleton@wingtiptoys.com,682-555-0186,36,19,92915,58771,1,Single,919,Masters,258232,Chemist & analytical,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
CustId_2660,Christi,Cain,c.cain@adatum.com,668-555-0179,20,20,131686,56311,4,Married,5021,Associate,489961,Higher education lecturer,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
CustId_2661,Willie,Abbott,w.abbott@adventure-works.com,414-555-0195,55,3,123196,35714,2,Married,8513,Masters,29114,Aid worker,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
CustId_2662,Angelina,Garcia,a.garcia@alpineskihouse.com,641-555-0134,70,40,110418,57194,2,Married,650,Bachelors,669312,Merchant navy officer,FALSE,TRUE,FALSE,FALSE,FALSE,
CustId_2663,Catalina,Craig,c.craig@bellowscollege.com,581-555-0212,26,1,175929,10622,3,Married,4923,Diploma,102932,Research scientist (maths),FALSE,TRUE,FALSE,TRUE,FALSE,
CustId_2664,Clyde,Broadnax,c.broadnax@bestforyouorganics.com,416-555-0177,39,13,39921,94522,1,Single,6508,Doctrate,12563,Medical sales representative,FALSE,TRUE,TRUE,FALSE,TRUE,
CustId_2665,Araceli,Collins,a.collins@fabrikam.com,415-555-0176,68,0,197248,14331,1,Single,1856,Bachelors,292793,Animal nutritionist,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
CustId_2666,Willie,Davis,w.davis@fourthcoffee.com,406-555-0210,45,36,35116,1423,1,Single,7653,High School,144461,Film/video editor,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
CustId_2667,Sue,Simmons,s.simmons@lamnahealtcare.com,614-555-0151,38,13,129797,89597,1,Single,4980,Bachelors,346588,Web designer,FALSE,TRUE,FALSE,TRUE,FALSE,
CustId_2668,Laurence,McGowan,l.mcgowan@margiestravel.com,794-555-0136,31,40,168697,95164-7758,1,Single,646,Associate,667171,Consulting civil engineer,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
CustId_2669,Georgia,Jordan,g.jordan@nodpublishers.com,705-555-0145,37,15,65912,95549,5,Married,2437,Diploma,317682,Psychologist & occupational,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
CustId_2670,Jared,Raynor,j.raynor@proseware.com,642-555-0217,21,3,106548,35544,1,Single,958,Associate,279814,Programmer & multimedia,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
CustId_2671,Glen,Reuter,g.reuter@relecloud.com,747-555-0154,64,40,170859,77433-3745,4,Married,4067,Diploma,540077,Retail merchandiser,FALSE,FALSE,TRUE,FALSE,FALSE,
CustId_2672,Mable,Greer,m.greer@tailspintoys.com,591-555-0163,22,30,9671,94759-7355,5,Married,5887,Masters,215020,Product/process development scientist,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
CustId_2673,Eunice,Wheeler,e.wheeler@vanarsdelltd.com,645-555-0147,31,21,192131,76972-1785,5,Married,9442,Associate,372374,Chartered accountant,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
CustId_2674,Yolanda,Irwin,y.irwin@wingtiptoys.com,789-555-0126,21,13,159038,78418,3,Married,5298,Professional,690413,English as a second language teacher,FALSE,TRUE,FALSE,FALSE,TRUE,
CustId_2675,Ismael,Wickham,i.wickham@adatum.com,508-555-0133,25,35,117963,56901-0673,1,Single,3498,Bachelors,333634,Multimedia specialist,FALSE,TRUE,TRUE,TRUE,FALSE,
CustId_2676,Susanne,Whitehead,s.whitehead@adventure-works.com,522-555-0158,28,19,9548,39195-8317,4,Married,1064,Professional,289739,Psychologist & counselling,FALSE,FALSE,FALSE,FALSE,TRUE,
CustId_2677,Rosalyn,Lopez,r.lopez@alpineskihouse.com,616-555-0207,43,27,199232,11103,1,Single,1626,Associate,154579,Holiday representative,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
CustId_2678,Dolly,Mosley,d.mosley@bellowscollege.com,714-555-0142,30,24,28462,75512-8748,4,Married,9687,Professional,696831,Corporate treasurer,FALSE,TRUE,TRUE,TRUE,FALSE,
CustId_2679,Rose,Nguyen,r.nguyen@bestforyouorganics.com,509-555-0155,21,26,13117,27564-0315,3,Married,7643,Associate,265612,Engineer & civil (contracting),FALSE,FALSE,TRUE,TRUE,TRUE,
CustId_2680,Alton,Bozeman,a.bozeman@adatum.com,559-555-0196,48,36,74438,17652,5,Married,2348,Associate,139170,Teacher & adult education,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
CustId_2681,Luella,Hardy,l.hardy@adventure-works.com,429-555-0207,27,21,134017,28949-5917,1,Single,4561,Doctrate,515551,Physiotherapist,FALSE,TRUE,FALSE,FALSE,FALSE,
CustId_2682,Kasey,Francis,k.francis@alpineskihouse.com,682-555-0147,65,10,151559,56064,5,Married,7364,Bachelors,151702,Health promotion specialist,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
CustId_2683,Lorie,Garza,l.garza@bellowscollege.com,636-555-0147,26,32,38886,86879-9347,5,Married,1340,Masters,626161,Human resources officer,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
CustId_2684,Wilson,Keyser,w.keyser@bestforyouorganics.com,411-555-0145,26,39,153388,63657,1,Single,6843,Professional,665656,Health and safety adviser,FALSE,FALSE,TRUE,TRUE,TRUE,
CustId_2685,Gene,Strom,g.strom@fabrikam.com,618-555-0152,53,5,116588,09262-2547,1,Single,9773,Bachelors,34332,Network engineer,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
CustId_2686,Keith,Ledet,k.ledet@fourthcoffee.com,624-555-0125,32,7,26765,56693-0288,5,Married,9968,High School,536944,Optician & dispensing,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
CustId_2687,Joel,Novotny,j.novotny@lamnahealtcare.com,513-555-0145,24,10,141374,82218,1,Single,6135,Diploma,607498,Equality and diversity officer,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CustId_2688,Rudolph,Barringer,r.barringer@margiestravel.com,679-555-0128,20,37,124891,91590-9066,1,Single,6402,Masters,155111,Government social research officer,FALSE,FALSE,FALSE,TRUE,FALSE,
CustId_2689,Devon,Segal,d.segal@nodpublishers.com,783-555-0185,66,21,35887,19231,2,Married,577,Doctrate,233797,Drilling engineer,FALSE,FALSE,FALSE,TRUE,FALSE,
CustId_2690,Elsie,Ellison,e.ellison@proseware.com,722-555-0220,44,14,84411,48925-3487,5,Married,7319,Associate,695241,Public librarian,FALSE,FALSE,TRUE,FALSE,FALSE,
CustId_2691,Dora,Patterson,d.patterson@relecloud.com,420-555-0164,25,16,167650,26341-5440,1,Single,2264,Diploma,280303,Legal executive,FALSE,FALSE,TRUE,TRUE,TRUE,
CustId_2692,Tracey,Perez,t.perez@tailspintoys.com,791-555-0204,67,15,185901,28224,2,Married,4712,Bachelors,383040,Civil engineer & consulting,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
CustId_2693,Mona,Madden,m.madden@vanarsdelltd.com,441-555-0140,30,31,14291,41973-5005,1,Single,9984,Associate,432290,Psychologist & occupational,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
CustId_2694,Murray,Pettway,m.pettway@wingtiptoys.com,625-555-0166,24,29,127688,49866,5,Married,5461,Diploma,329723,Press photographer,FALSE,FALSE,FALSE,FALSE,FALSE,
CustId_2695,Lorrie,Franklin,l.franklin@adatum.com,668-555-0199,58,22,176694,93970,5,Married,1463,Bachelors,14592,Horticultural therapist,FALSE,FALSE,FALSE,TRUE,FALSE,
CustId_2696,Dustin,Liddell,d.liddell@adventure-works.com,681-555-0216,65,29,174261,11089,3,Married,4189,Bachelors,422796,Immunologist,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
CustId_2697,Courtney,McKee,c.mckee@alpineskihouse.com,641-555-0176,30,6,88179,81406,1,Single,7577,High School,685703,Music therapist,FALSE,FALSE,FALSE,FALSE,FALSE,
CustId_2698,Cathryn,Pickett,c.pickett@bellowscollege.com,744-555-0175,66,16,188785,96487,1,Single,7093,Doctrate,640791,Surveyor & commercial/residential,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
CustId_2699,Wilson,Conger,w.conger@bestforyouorganics.com,545-555-0178,68,16,118999,7605,3,Married,8233,Associate,202068,Educational psychologist,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
CustId_2700,Sandra,Gay,s.gay@fabrikam.com,664-555-0150,33,34,149565,83123,5,Married,8919,Diploma,276639,Journalist & broadcasting,FALSE,TRUE,TRUE,FALSE,TRUE,
CustId_2701,Orville,Leake,o.leake@fourthcoffee.com,738-555-0129,61,28,193896,60112,2,Married,7535,High School,512579,Human resources officer,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
CustId_2702,Brigitte,Hobbs,b.hobbs@lamnahealtcare.com,530-555-0127,51,12,89344,12588,5,Married,3039,Masters,415501,Race relations officer,FALSE,FALSE,FALSE,TRUE,FALSE,
CustId_2703,Beau,Hylton,b.hylton@margiestravel.com,764-555-0199,63,31,96215,24155-9211,3,Married,5199,Professional,266980,Accounting technician,FALSE,TRUE,TRUE,FALSE,FALSE,
CustId_2704,Ivy,Beach,i.beach@nodpublishers.com,550-555-0174,50,15,69840,12909,4,Married,6272,Doctrate,525326,Pharmacologist,FALSE,TRUE,TRUE,FALSE,TRUE,
CustId_2705,Melva,Sloan,m.sloan@proseware.com,601-555-0149,52,25,68242,06616-6830,2,Married,7010,Doctrate,143039,Marketing executive,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
CustId_2706,Deloris,Mueller,d.mueller@relecloud.com,400-555-0191,32,39,32116,04368-1711,1,Single,9238,Bachelors,351597,Geochemist,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
CustId_2707,Aileen,Aguirre,a.aguirre@tailspintoys.com,661-555-0124,39,8,195128,35470,4,Married,4905,Associate,332071,Fashion designer,FALSE,TRUE,TRUE,TRUE,TRUE,
CustId_2708,Corinne,Nunez,c.nunez@vanarsdelltd.com,773-555-0191,62,4,125099,61919-7633,1,Single,1305,High School,134970,Electronics engineer,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
CustId_2709,Katrina,McKinney,k.mckinney@wingtiptoys.com,527-555-0154,66,18,42805,15186,1,Single,816,Diploma,143041,Translator,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
CustId_2710,Aisha,Newton,a.newton@adatum.com,581-555-0121,64,24,183619,68319-6233,1,Single,3303,Masters,223930,Nurse & children's,FALSE,FALSE,FALSE,TRUE,FALSE,
CustId_2711,Iris,Pope,i.pope@adventure-works.com,536-555-0160,40,5,21878,90268,3,Married,4152,Diploma,659730,Careers information officer,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
CustId_2712,Antoine,Lauer,a.lauer@alpineskihouse.com,610-555-0190,50,6,151721,90496-3326,4,Married,5412,Professional,454610,Plant breeder/geneticist,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
CustId_2713,Francisco,Worsham,f.worsham@bellowscollege.com,582-555-0149,67,23,53336,90302,3,Married,725,Bachelors,496691,Television/film/video producer,FALSE,TRUE,FALSE,FALSE,FALSE,
CustId_2714,Sonja,Arnold,s.arnold@bestforyouorganics.com,700-555-0135,35,40,15113,61414-5948,4,Married,6935,High School,194025,Hospital pharmacist,FALSE,FALSE,TRUE,TRUE,TRUE,
CustId_2715,Bennie,Stoker,b.stoker@fabrikam.com,674-555-0159,43,32,17770,58389,1,Single,1165,Bachelors,405645,Chemist & analytical,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CustId_2716,Jesse,Overby,j.overby@fourthcoffee.com,594-555-0166,61,33,123863,06087-9268,1,Single,9500,Associate,64814,Engineer & site,FALSE,TRUE,TRUE,FALSE,FALSE,
CustId_2717,Jon,Dortch,j.dortch@lamnahealtcare.com,416-555-0151,47,38,131798,33751,1,Single,4224,Associate,231699,Trading standards officer,FALSE,FALSE,TRUE,TRUE,FALSE,
CustId_2718,Mike,Bui,m.bui@margiestravel.com,563-555-0138,64,29,196341,01142-6320,1,Single,470,Diploma,401151,Local government officer,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
CustId_2719,Corinne,Myers,c.myers@nodpublishers.com,408-555-0148,35,28,117878,18859-0349,4,Married,7583,High School,87220,Hospital pharmacist,FALSE,TRUE,TRUE,TRUE,TRUE,
CustId_2720,Janna,Clements,j.clements@proseware.com,793-555-0133,47,28,42373,18636,5,Married,1578,Masters,360444,Automotive engineer,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
CustId_2721,Desmond,Benefield,d.benefield@relecloud.com,791-555-0124,55,35,24224,41037,4,Married,3504,High School,422428,English as a foreign language teacher,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
CustId_2722,Ronda,Morin,r.morin@tailspintoys.com,615-555-0205,70,11,84327,66335,1,Single,3523,Doctrate,118132,Scientist & research (life sciences),TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
CustId_2723,Russell,Guido,r.guido@vanarsdelltd.com,746-555-0175,41,39,125477,42495-3391,1,Single,3576,Diploma,341041,Games developer,FALSE,FALSE,FALSE,TRUE,FALSE,
CustId_2724,Muriel,Cherry,m.cherry@wingtiptoys.com,686-555-0123,39,20,18542,16586-3889,2,Married,7863,Diploma,663155,Information officer,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
CustId_2725,Terence,Foret,t.foret@adatum.com,561-555-0131,66,32,165311,40116-8620,2,Married,8930,Doctrate,17170,Recruitment consultant,FALSE,FALSE,FALSE,FALSE,TRUE,
CustId_2726,Jayne,Stuart,j.stuart@adventure-works.com,586-555-0170,51,34,90535,20675,5,Married,2806,Associate,192271,Personal assistant,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
CustId_2727,Lois,Key,l.key@alpineskihouse.com,627-555-0154,69,37,179729,77181-7151,1,Single,8306,High School,126427,Curator,FALSE,TRUE,FALSE,FALSE,TRUE,
CustId_2728,Lewis,Bartels,l.bartels@bellowscollege.com,687-555-0162,36,16,184910,90578,1,Single,879,Masters,613674,Designer & multimedia,FALSE,FALSE,TRUE,TRUE,FALSE,
CustId_2729,Ruthie,Coffey,r.coffey@bestforyouorganics.com,403-555-0172,33,1,48119,23648,1,Single,5574,Professional,250683,Surgeon,FALSE,FALSE,TRUE,TRUE,TRUE,
CustId_2730,Freddy,Nall,f.nall@fabrikam.com,540-555-0171,61,9,143565,35577,5,Married,2306,Diploma,693458,Dispensing optician,FALSE,TRUE,FALSE,FALSE,FALSE,
CustId_2731,Aimee,Berry,a.berry@fourthcoffee.com,553-555-0145,35,9,188052,25372-6137,1,Single,6040,Bachelors,574547,Press photographer,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
CustId_2732,Bridget,Joyner,b.joyner@lamnahealtcare.com,757-555-0129,26,39,75034,11051,3,Married,5509,Associate,493739,Therapist & horticultural,FALSE,FALSE,TRUE,FALSE,TRUE,
CustId_2733,Sofia,Petersen,s.petersen@margiestravel.com,470-555-0203,54,17,95627,27913-4656,2,Married,5255,Masters,306541,Research scientist (physical sciences),TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
CustId_2734,George,Pinkney,g.pinkney@nodpublishers.com,757-555-0217,44,15,92362,57589,1,Single,8845,Associate,402726,Financial trader,FALSE,FALSE,TRUE,FALSE,TRUE,
CustId_2735,Alphonso,McConnell,a.mcconnell@proseware.com,564-555-0183,50,2,52205,44890,3,Married,7195,Doctrate,348208,Midwife,FALSE,TRUE,TRUE,FALSE,TRUE,
CustId_2736,Kelvin,Bilodeau,k.bilodeau@relecloud.com,791-555-0125,70,19,106134,86054,1,Single,8242,High School,479684,Scientific laboratory technician,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
CustId_2737,Elisabeth,Reyes,e.reyes@tailspintoys.com,674-555-0137,27,9,122148,58586,1,Single,5092,Associate,224025,Scientist & clinical (histocompatibility and immunogenetics),TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
CustId_2738,Eve,Fitzgerald,e.fitzgerald@vanarsdelltd.com,557-555-0181,48,7,152325,43422-9551,5,Married,9765,Professional,556186,Education officer & museum,FALSE,FALSE,FALSE,FALSE,TRUE,
CustId_2739,Vicki,Middleton,v.middleton@wingtiptoys.com,682-555-0187,32,32,106414,97061,2,Married,8374,High School,539660,Futures trader,FALSE,TRUE,FALSE,TRUE,TRUE,
CustId_2740,Christi,Cain,c.cain@adatum.com,668-555-0180,35,29,112625,35240-1065,1,Single,5234,Masters,274813,Radio producer,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
CustId_2741,Willie,Abbott,w.abbott@adventure-works.com,414-555-0196,25,35,146761,98483-5154,5,Married,9532,Bachelors,56080,Engineering geologist,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
CustId_2742,Angelina,Garcia,a.garcia@alpineskihouse.com,641-555-0135,53,4,124096,55413-0938,1,Single,8607,Associate,419379,Horticulturist & commercial,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
CustId_2743,Catalina,Craig,c.craig@bellowscollege.com,581-555-0213,32,27,43335,47331-1895,5,Married,4377,Professional,576380,Technical brewer,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
CustId_2744,Clyde,Broadnax,c.broadnax@bestforyouorganics.com,416-555-0178,33,31,139311,20901-8311,1,Single,7084,Diploma,611589,Sub,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
CustId_2745,Araceli,Collins,a.collins@fabrikam.com,415-555-0177,32,31,132034,07848-7492,4,Married,774,Professional,102152,Scientist & biomedical,FALSE,FALSE,FALSE,FALSE,FALSE,
CustId_2746,Willie,Davis,w.davis@fourthcoffee.com,406-555-0211,32,27,166391,27906-7684,1,Single,508,Doctrate,31323,Bookseller,FALSE,TRUE,FALSE,FALSE,TRUE,
CustId_2747,Sue,Simmons,s.simmons@lamnahealtcare.com,614-555-0152,59,30,154887,52567-0169,1,Single,5261,Professional,177331,Colour technologist,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
CustId_2748,Laurence,McGowan,l.mcgowan@margiestravel.com,794-555-0137,49,23,70709,48020-0462,1,Single,6442,Diploma,127663,Designer & ceramics/pottery,FALSE,TRUE,TRUE,TRUE,TRUE,
CustId_2749,Georgia,Jordan,g.jordan@nodpublishers.com,705-555-0146,57,8,131780,61976-4229,1,Single,881,Doctrate,221300,Scientist & forensic,FALSE,TRUE,TRUE,TRUE,FALSE,
CustId_2750,Jared,Raynor,j.raynor@proseware.com,642-555-0218,69,37,46338,73972-8918,1,Single,1802,Professional,394015,Records manager,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
CustId_2751,Glen,Reuter,g.reuter@relecloud.com,747-555-0155,24,34,180186,96874,3,Married,8709,Associate,507688,Television production assistant,FALSE,FALSE,FALSE,TRUE,TRUE,
CustId_2752,Mable,Greer,m.greer@tailspintoys.com,591-555-0164,67,38,111765,83365-5230,1,Single,9897,High School,135636,Bookseller,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
CustId_2753,Eunice,Wheeler,e.wheeler@vanarsdelltd.com,645-555-0148,68,6,182266,9342,3,Married,7880,Masters,550729,Media planner,FALSE,FALSE,TRUE,TRUE,TRUE,
CustId_2754,Yolanda,Irwin,y.irwin@wingtiptoys.com,789-555-0127,69,37,180487,75457-9756,1,Single,6467,Doctrate,636349,Accountant & chartered certified,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
CustId_2755,Ismael,Wickham,i.wickham@adatum.com,508-555-0134,58,18,145306,50995,1,Single,3921,Professional,99537,IT consultant,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
CustId_2756,Susanne,Whitehead,s.whitehead@adventure-works.com,522-555-0159,40,28,181678,18027-9239,3,Married,9186,High School,307733,Solicitor & Scotland,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
CustId_2757,Rosalyn,Lopez,r.lopez@alpineskihouse.com,616-555-0208,22,34,71132,57026,1,Single,5148,Associate,167721,Broadcast engineer,FALSE,TRUE,TRUE,FALSE,FALSE,
CustId_2758,Dolly,Mosley,d.mosley@bellowscollege.com,714-555-0143,32,22,14901,69026,1,Single,730,Masters,496412,Stage manager,FALSE,TRUE,FALSE,FALSE,TRUE,
CustId_2759,Rose,Nguyen,r.nguyen@bestforyouorganics.com,509-555-0156,51,35,133802,42263,1,Single,8358,Associate,449421,Psychotherapist & child,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
CustId_2760,Alton,Bozeman,a.bozeman@adatum.com,559-555-0197,52,8,10951,88424,5,Married,4297,High School,5088,Pensions consultant,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
CustId_2761,Luella,Hardy,l.hardy@adventure-works.com,429-555-0208,69,14,86152,41212-3020,1,Single,5243,Diploma,458537,Ophthalmologist,FALSE,FALSE,TRUE,FALSE,TRUE,
CustId_2762,Kasey,Francis,k.francis@alpineskihouse.com,682-555-0148,68,37,67887,62557,2,Married,6765,High School,122751,Legal secretary,FALSE,FALSE,FALSE,TRUE,TRUE,
CustId_2763,Lorie,Garza,l.garza@bellowscollege.com,636-555-0148,21,40,78760,47847,5,Married,6284,Associate,56574,Civil engineer & consulting,FALSE,TRUE,TRUE,TRUE,TRUE,
